track_artist,track_popularity,track_album_release_date
Bryan Boliver,27,2018-09-07
TobyMac,43,2019-08-23
Influencers Worship,0,2018-07-06
Youngheart,37,2018-11-02
Hyper Fenton,35,2018-05-13
Austin & Lindsey Adamec,31,2018-06-01
Stars Go Dim,2,2018-04-20
for KING & COUNTRY,5,2018-05-18
Citipointe Live,33,2017-06-03
Platon Emil,33,2017-10-20
Galactus Jack,27,2017-08-25
Elevation Youth,37,2018-08-03
Long Hollow Wave,30,2018-06-08
ELEVATION RHYTHM,43,2019-09-13
Planetshakers,38,2018-10-12
Hillsong Young & Free,43,2018-05-18
Chris Howland,38,2018-11-23
Canyon Hills Worship,29,2018-11-23
Hollyn,43,2018-10-19
Meredith Andrews,50,2019-02-08
Hillsong Young & Free,44,2017-08-04
Newday,25,2017-07-28
The Young Escape,47,2017-10-20
SEU Worship,46,2019-11-08
GAWVI,4,2018-07-06
Long Hollow Wave,25,2018-03-23
Happi,27,2019-02-08
Amplify Worship,33,2018-09-15
For All Seasons,39,2017-10-06
Holly Starr,27,2018-08-10
Jabin Chavez,35,2017-05-26
Northwood Worship,3,2017-10-21
Brandon Seibert,29,2018-01-05
WYLD,6,2018-09-28
Heart Youth,33,2018-07-06
TobyMac,36,2019-08-23
Influencers Worship,29,2018-11-09
The Vicious Vic,27,2019-02-22
Urban Rescue,38,2017-10-13
Marshall Marshall,38,2018-06-29
Nadia Grace,20,2018-08-17
Tones and I,92,2019-08-29
Covenants,32,2020-01-10
Argui,28,2019-12-06
ReauBeau,18,2020-01-17
Gregor Potter,29,2020-01-03
DJ MEG,38,2019-11-29
FUNKYBEAT,33,2019-11-22
Rubayne,38,2019-11-15
Tim Hox,37,2019-12-13
Argui,40,2019-10-25
IIWII,31,2019-10-04
Martin Mix,37,2019-09-27
Bancali,0,2018-01-17
Armand Van Helden,0,2012-11-16
DJ MEG,38,2019-09-20
Venomenal,28,2019-08-30
Noah Neiman,38,2019-08-16
Venomenal,28,2019-05-24
Tim van Werd,32,2019-07-26
Ortzy,21,2019-08-02
Brieuc,30,2019-11-01
Noah Neiman,31,2019-10-18
TheLavish,21,2019-09-13
Rich Edwards,33,2019-06-21
eSQUIRE,18,2019-04-12
Matt Strike,19,2019-03-29
Olmos,33,2019-03-15
ReauBeau,39,2019-03-01
WHYLO,29,2019-02-15
Funk Machine,42,2019-02-08
REK,18,2019-02-01
Prince Paris,33,2019-01-25
Matt Strike,32,2019-01-18
Olmos,31,2019-01-11
Steve Hartz,19,2018-12-14
Julian Calor,24,2018-11-30
Snareskin,36,2018-11-23
The Partysquad,32,2018-11-16
VIVID,31,2018-11-09
Aerreo,44,2018-11-02
Matt Strike,20,2018-10-26
Junior J,19,2018-10-12
Karim Mika,41,2018-10-05
Rich Edwards,30,2018-09-21
Tom & Jame,34,2018-09-14
Anthony Dircson,24,2018-07-27
Charming Horses,24,2018-07-06
WHYLO,30,2018-06-22
Sick Individuals,20,2018-05-11
Sick Individuals,24,2018-05-11
Matt Strike,28,2018-04-27
Rich Edwards,28,2018-04-13
Steve Hartz,23,2019-08-02
ORACLES,18,2019-08-02
Costa Leon,41,2019-06-28
Tungevaag & Raaban,60,2019-05-03
Team Deep,13,2019-06-28
Avoure,54,2019-04-18
Eddie Thoneick,35,2019-07-05
Sultan + Shepard,55,2019-02-22
Venomenal,41,2019-07-12
Hardwell,51,2019-05-31
Pierce Fulton,2,2019-05-03
Quentyn,45,2019-11-22
Kydus,49,2018-11-09
Lane 8,59,2019-01-31
Afrojack,54,2019-04-26
Curbi,56,2019-03-01
Otherwise Fine,35,2019-05-15
Calippo,49,2019-04-19
Wolves By Night,14,2019-04-12
Felix Cartal,58,2019-05-03
Duskus,33,2019-03-22
Junior Sanchez,40,2019-06-14
EAUXMAR,40,2019-01-18
Funk Machine,25,2019-06-07
Adam K,44,2019-05-10
Watermät,40,2019-02-11
The Him,61,2019-05-03
Keanu Silva,45,2019-06-13
Redondo,50,2019-08-02
Linier,31,2019-03-15
Kidnap,45,2018-08-24
RKCB,48,2019-04-18
Horisone,20,2019-03-08
Who,54,2019-04-12
Bolier,15,2019-03-15
Tobtok,36,2018-07-27
Mercer,23,2019-04-05
Dannic,39,2019-05-10
Dombresky,55,2019-05-03
Hanne Mjøen,26,2018-11-23
Brieuc,33,2019-05-10
Prince Paris,39,2019-04-26
Radiology,31,2018-12-14
Sick Individuals,24,2019-01-28
Monkey Majik,49,2019-03-06
INTERSECTION,32,2018-12-07
RIRI,42,2018-10-31
RAMMELLS,29,2019
Thelma Aoyama,28,2018-12-19
LOZAREENA,31,2018-11-09
Lucky Kilimanjaro,41,2018-11-21
BananaLemon,30,2018-12-17
I Don't Like Mondays.,30,2018-12-01
KEN THE 390,26,2019-03-22
AYA A.K.A PANDA,42,2019-01-16
YOSA & TAAR,38,2018-11-16
NONA REEVES,37,2019-03-13
ASOBOiSM,29,2018-10-10
Akane,27,2019-01-16
Shin Sakiura,29,2019-01-09
MaisonDe,36,2019-07-14
Taichi Mukai,40,2018-11-28
BoA,36,2018-12-26
EMMA WAHLIN,45,2019-02-06
DJ PIGER,18,2019-05-01
CIRRRCLE,27,2019-02-20
IZ*ONE,67,2019-04-01
ITZY,52,2019-02-13
CHANMINA,54,2019-07-19
EXILE SHOKICHI,29,2019-05-15
Reiji Kawaguchi,26,2019-07-24
BananaLemon,28,2018-12-08
TAEMIN,55,2019-07-27
TaeyoungBoy,0,2019-02-27
Rude-α,38,2018-11-28
DEAN FUJIOKA,37,2019-01-30
TWICE,65,2019-06-12
THE RAMPAGE from EXILE TRIBE,48,2019-01-30
DJ RYOW,36,2019-03-20
Stray Kids,45,2019-03-26
FlowBack,24,2019-06-12
AmPm,45,2019-05-22
Unwork,25,2019-04-02
eill,28,2018-11-14
RIKE,26,2019-07-31
Sigala,34,2018-10-03
ramhead,22,2019-06-05
Shuta Sueyoshi,30,2019-01-16
YonYon,34,2019-03-21
Dream Shizuka,26,2019-05-22
BLACKPINK,58,2019-04-05
竹内アンナ,37,2019-01-23
ANIMAL HACK,37,2019-01-26
Mitski,31,2017-10-20
Robyn,61,2010-06-11
Future Islands,66,2014-03-24
FKA twigs,58,2014-08-12
Lana Del Rey,55,2012-01-30
Perfume Genius,58,2014-09-22
Frank Ocean,77,2016-08-20
Grimes,60,2012-02-21
Tame Impala,75,2015-07-17
Young Thug,57,2015-08-28
Soccer Mommy,61,2018-03-02
Vampire Weekend,62,2013-05-27
Vince Staples,70,2015-06-30
Lorde,78,2013-01-01
Bon Iver,70,2011-06-21
Angel Olsen,64,2016-09-02
KAYTRANADA,64,2016-05-06
Jai Paul,58,2011-04-21
M83,71,2011
Parquet Courts,48,2013-10-15
Thundercat,58,2017-02-24
Kurt Vile,66,2015-09-25
The Weeknd,70,2012-01-01
Sufjan Stevens,65,2015-03-31
Pinegrove,60,2016-02-12
Run The Jewels,62,2014-10-24
Arcade Fire,63,2010
Clairo,70,2019-08-02
Courtney Barnett,59,2014-04-15
James Blake,67,2013-04-08
Beach House,54,2010-01-26
The War On Drugs,65,2014-03-18
The xx,65,2017-01-13
Noname,63,2016-08-12
Youth Lagoon,58,2011
Mac DeMarco,63,2012-10-16
Solange,61,2016-09-30
Fleet Foxes,59,2011-05-03
Alabama Shakes,9,2015-04-21
SBTRKT,62,2011-06-27
The National,47,2010-05-11
Snail Mail,60,2018-06-08
The Internet,67,2015-06-26
Tame Impala,75,2012-01-01
Unknown Mortal Orchestra,68,2013-02-05
Maggie Rogers,69,2019-01-18
Lucy Dacus,57,2016-06-22
"Tyler, The Creator",79,2017-07-21
Caribou,54,2010-04-20
Wet,46,2016-01-29
Yaeji,65,2017-10-30
Purple Mountains,57,2019-07-12
Lykke Li,62,2011
Tierra Whack,67,2019-02-19
Bon Iver,59,2016-09-30
Father John Misty,60,2015-02-10
Rex Orange County,80,2017-10-11
Sampha,63,2017-02-03
Phoebe Bridgers,67,2017-09-22
John Maus,54,2011-06-28
Blood Orange,63,2013-11-18
Sharon Van Etten,63,2014-05-27
Jon Hopkins,53,2013-06-03
Destroyer,49,2011-01-25
Car Seat Headrest,60,2016-05-20
Danny Brown,60,2012-06-12
The 1975,73,2018-11-30
Earl Sweatshirt,67,2013-08-16
Ariel Pink,57,2010-06-07
Japanese Breakfast,60,2017-07-14
Flying Lotus,60,2014-10-06
Deerhunter,56,2010-09-27
Cloud Nothings,44,2014-04-01
The Blaze,64,2017-04-07
Majical Cloudz,53,2015-10-16
Still Woozy,45,2017-11-05
Local Natives,49,2010-02-16
Grimes,62,2015-11-06
Mitski,67,2018-08-17
Whitney,65,2016-06-03
Sylvan Esso,61,2014-05-13
Jamie xx,7,2015-03-27
Bill Callahan,48,2011-04-19
St. Vincent,55,2011-09-12
Frank Ocean,75,2012-01-01
Orion Sun,58,2017-07-02
Death Grips,58,2012-04-20
HAIM,60,2013-09-30
Sleigh Bells,56,2010-06-01
Big Thief,62,2019-10-11
CHVRCHES,61,2013-09-20
Alvvays,62,2014-07-22
Nicolas Jaar,59,2010-01-25
Cuco,76,2017-05-25
U.S. Girls,40,2015-09-25
PJ Harvey,37,2011-02-15
Choker,63,2019-02-08
Purity Ring,60,2012-07-23
Jungle,53,2014-07-15
Selena Gomez,88,2020-01-10
Shawn Mendes,88,2019-06-19
Deborah Dworshipper,46,2019-12-21
Halsey,79,2019-12-06
Marshmello,46,2019-12-17
Keo Nozari,23,2019-06-11
Lou Ella,29,2019-03-29
Tom Goss,37,2019-11-13
Keo Nozari,27,2019-06-11
Saint Mars,42,2019-11-22
Adil C,39,2019-04-05
Nick Hames,38,2019-11-20
Bailey Crego,29,2019-08-02
Harry Styles,91,2019-12-06
Chip Conyard,33,2020-01-03
Blair Woods,27,2019-12-10
Sam Smith,78,2019-11-01
Melissa Crispo,21,2019-03-22
Maxwell Luke,36,2019-12-20
Amber Ryann,29,2020-01-10
Kat Holland,31,2020-01-03
Lauren Presley,42,2020-01-06
CTZNJ,43,2020-01-02
Ksenia,39,2019-12-12
Kevlah,38,2019-11-06
Maml,28,2019-12-16
Downlowd,33,2019-12-30
Asher Knight,42,2019-10-04
Two Neighbors,23,2020-01-10
Royse,38,2019-05-10
Seven Lights,32,2018-08-24
Scriss,24,2019-12-20
KINGDØMS,41,2020-01-20
Plastician,38,2018-11-16
Guy Tang,32,2020-01-03
Eivind Husebø,27,2019-07-12
Natixx,26,2020-01-10
Modhayan,38,2019-08-25
Davina Leone,13,2019-11-29
TYFI,43,2019-11-29
Sia,77,2016-01-29
Ariana Grande,9,2014-08-22
Kygo,16,2015-08-28
Don Mills,44,2020-01-09
Camila Cabello,26,2017-08-03
Fifth Harmony,78,2016-05-27
Calvin Harris,69,2017-06-30
Justin Timberlake,78,2016-05-06
Alan Walker,77,2015-12-04
Shannon K,34,2018-03-15
Adele,79,2011-01-19
The Chainsmokers,76,2017-02-22
Ed Sheeran,86,2017-03-03
Josh Stanley,49,2019-10-04
Beyoncé,75,2016-04-23
Sia,79,2014-07-04
Doje,42,2019-11-15
Daft Punk,75,2013-05-17
Ant Saunders,89,2019-06-18
Josh Stanley,41,2019-06-07
Foster The People,83,2011-05-23
Miley Cyrus,77,2013-10-04
The FifthGuys,43,2020-01-17
John Legend,85,2013-08-30
Camila Cabello,73,2019-10-04
Calvin Harris,71,2012-10-26
Connor Bvrns,48,2020-01-10
Elle King,73,2015-02-13
Josh Stanley,34,2019-07-26
The Chainsmokers,81,2016-02-05
R. City,73,2015-10-09
ØMG,50,2020-01-03
Surfaces,81,2019-01-06
Zara Larsson,76,2017-03-17
Joanna Crass,42,2020-01-03
Mark Ronson,82,2015-01-12
ØMG,43,2019-12-05
Beyoncé,77,2008-11-14
DJ Khaled,15,2017-06-16
Alicia Keys,75,2012-11-18
Pochin Mirkin,42,2019-12-20
Camila Cabello,87,2019-09-04
Avicii,25,2013-01-01
MAGIC!,78,2014-06-25
Paul Butcher,40,2019-11-15
P!nk,80,2012-09-18
Labrinth,75,2019-10-04
Meghan Trainor,70,2015-01-09
One Direction,80,2013-11-25
Dua Lipa,83,2017-06-02
Pitbull,76,2012
MØ,53,2019-11-01
ZAYN,81,2017-09-07
James Arthur,76,2013-11-01
Mark Ronson,74,2019-05-30
Chris Linton,44,2019-12-13
Beyoncé,75,2011-06-24
Khalid,79,2018-02-14
Adele,74,2011-01-19
Louis Tomlinson,66,2019-09-05
ZAYN,78,2016-03-25
Kesha,80,2010-01-01
John Mayer,80,2018-05-10
P!nk,15,2008
Mark Ronson,79,2018-11-30
Sia,74,2016-10-21
A Great Big World,78,2014-01-17
Deorro,68,2017-03-31
Miley Cyrus,21,2017-05-11
DJ Khaled,18,2017-04-27
Train,27,2009-08-06
Justin Timberlake,77,2013-03-15
Marshmello,81,2017-08-11
Khalid,76,2018-09-14
Shawn Mendes,11,2017-04-20
Meghan Trainor,69,2017-05-12
Imagine Dragons,16,2012-09-04
P!nk,65,2017-08-10
George Ezra,76,2014-06-27
Major Lazer,19,2016-07-22
Maroon 5,78,2012-01-01
James Arthur,76,2016-09-09
Charlie Puth,23,2017-04-20
Zedd,82,2019-09-27
Tiësto,45,2019-10-25
BENEE,67,2019-11-15
Herb Barclay,13,2019-04-08
Chico Rose,49,2019-11-08
Tokyo Tav,17,2019-11-29
Pink Sweat$,6,2019-03-28
Urchin,21,2019-12-06
Dan + Shay,79,2018-06-22
Tones and I,79,2019-05-10
Selena Gomez,93,2019-10-23
Maroon 5,98,2019-09-20
Post Malone,98,2019-09-06
Dua Lipa,97,2019-10-31
Travis Scott,94,2019-10-04
Lewis Capaldi,94,2019-05-17
Shawn Mendes,88,2019-06-19
blackbear,94,2019-08-23
The Black Eyed Peas,96,2019-10-12
Kanye West,85,2019-10-25
Dan + Shay,91,2019-10-04
Regard,94,2019-07-26
Ed Sheeran,85,2019-07-12
Arizona Zervas,71,2019-10-10
Selena Gomez,86,2019-10-24
Sam Smith,91,2019-07-19
Harry Styles,74,2019-10-11
Billie Eilish,95,2019-03-29
Juice WRLD,92,2019-10-04
Anuel AA,93,2019-07-19
SHAED,90,2019-09-26
Ed Sheeran,91,2019-07-12
Camila Cabello,87,2019-09-04
Post Malone,51,2019-07-05
Ed Sheeran,84,2019-07-12
Y2K,91,2019-06-28
Post Malone,87,2019-09-06
Young Thug,86,2019-11-01
Lizzo,89,2019-10-25
Tainy,90,2019-08-22
Lil Tecca,90,2019-08-30
J Balvin,91,2019-06-28
Ali Gatie,68,2019-06-14
Halsey,87,2019-09-13
Bad Bunny,90,2019-05-31
Lil Nas X,79,2019-09-13
Ariana Grande,76,2019-11-01
Post Malone,87,2019-09-06
MEDUZA,91,2019-10-11
Jhay Cortez,86,2019-05-24
Rauw Alejandro,92,2019-08-29
The Chainsmokers,67,2019-07-24
DJ Snake,88,2019-07-25
YNW Melly,85,2019-08-09
Lil Mosey,64,2019-09-17
Sech,88,2019-09-26
Daddy Yankee,90,2019-10-18
Lil Nas X,90,2019-06-21
ROSALÍA,88,2019-08-15
Post Malone,49,2019-08-30
Tones and I,43,2019-05-10
Zedd,82,2019-09-27
Major Lazer,80,2019-10-24
Niall Horan,87,2019-10-04
BTS,83,2019-10-18
Diplo,80,2019-09-27
Camila Cabello,78,2019-10-11
Katy Perry,78,2019-10-16
Normani,83,2019-08-16
Ed Sheeran,89,2019-06-28
Lauv,81,2019-09-19
Lewis Capaldi,86,2019-05-17
Noah Cyrus,88,2019-07-31
Diplo,82,2019-08-16
Lil Nas X,84,2019-06-21
Bazzi,33,2019-07-18
Coldplay,78,2019-10-24
Why Don't We,79,2019-08-23
5 Seconds of Summer,80,2019-08-21
Dermot Kennedy,80,2019-06-13
Summer Walker,80,2019-10-04
Martin Garrix,76,2019-02-21
Kygo,79,2019-04-19
MEDUZA,30,2019-02-01
David Guetta,76,2019-02-08
Dynoro,69,2019-03-22
Martin Garrix,68,2019-03-31
Marshmello,83,2019-03-08
Aaron Smith,84,2014-11-07
Galantis,77,2019-01-31
Kygo,81,2018-10-26
Jax Jones,21,2018-10-12
Avicii,80,2019-06-06
Cheat Codes,64,2019-03-15
Marshmello,89,2018-08-17
Kygo,71,2019-02-14
Don Diablo,68,2019-04-26
Martin Garrix,77,2018-07-29
R3HAB,62,2019-04-05
Robin Schulz,78,2018-11-16
Oliver Heldens,70,2018-10-26
Gryffin,61,2018-10-26
Silk City,81,2018-09-06
Jess Glynne,16,2019-09-06
Alex Gaudino,19,2019-03-01
NOTD,79,2018-11-02
Calvin Harris,83,2019-01-11
Camila Cabello,73,2019-10-04
Lauv,84,2019-08-02
Selena Gomez & The Scene,75,2011-01-01
Nick Jonas,73,2018-08-24
Fifth Harmony,78,2016-05-27
Jonas Brothers,87,2019-06-07
Demi Lovato,80,2017-09-29
Cher Lloyd,68,2018-10-19
Jesse McCartney,72,2004-01-01
Bridgit Mendler,68,2012-01-01
Austin Mahone,71,2014
Cody Simpson,61,2019-02-22
Miley Cyrus,81,2019-08-16
JoJo,66,2018-12-20
Ashley Tisdale,56,2019-05-03
Hannah Montana,65,2009-01-01
The Cheetah Girls,51,2006-01-01
Victorious Cast,54,2012-11-06
Jordin Sparks,63,2007-11-19
Jessie J,72,2015-04-14
Hilary Duff,55,2003-01-01
Madison Beer,75,2018-11-09
Kelly Clarkson,73,2011-10-24
Vanessa Hudgens,56,2006-01-01
Greyson Chance,58,2019-03-15
Big Time Rush,62,2010-10-11
Little Mix,77,2015-11-06
Hot Chelle Rae,74,2011-11-25
The Wanted,71,2011-01-01
The Vamps,74,2019-04-19
Christopher Wilde,60,2010-01-01
Zendaya,67,2013-01-01
Miranda Cosgrove,34,2008
Louis Tomlinson,75,2019-11-23
Aly & AJ,61,2007-01-01
DNCE,80,2016-11-18
Kesha,80,2010-01-01
Sabrina Carpenter,75,2018-11-09
Liam Payne,71,2019-12-06
Carly Rae Jepsen,76,2012-01-01
Selena Gomez,88,2020-01-10
One Direction,80,2013-11-25
Pia Mia,74,2015-05-04
The Pussycat Dolls,70,2008-09-23
Lucy Hale,51,2011-09-06
Glee Cast,62,2010-05-18
Bea Miller,73,2018-02-23
MKTO,77,2012
Emily Osment,44,2010-01-01
MAX,78,2019-04-05
ZAYN,81,2017-09-07
Tori Kelly,67,2013-01-01
Avril Lavigne,77,2002-06-04
High School Musical Cast,67,2008-01-01
Hailee Steinfeld,81,2017-09-08
Rita Ora,72,2018-11-23
Christina Grimmie,57,2017-04-21
Katy Perry,85,2019-05-31
Alessia Cara,78,2018-11-30
5 Seconds of Summer,81,2019-05-23
The Saturdays,57,2010-01-01
Fergie,74,2006-01-01
David Archuleta,70,2008-11-11
Austin Moon,65,2015-01-01
Joe Jonas,44,2018-07-06
Julia Michaels,78,2019-01-24
Pixie Lott,57,2011-01-01
Camila Cabello,94,2019-12-06
Britney Spears,78,2003-11-13
Rixton,76,2014-01-01
China Anne McClain,66,2017-07-21
Cimorelli,55,2019-01-26
PRETTYMUCH,76,2019-04-26
Olivia Holt,62,2016-07-15
Jordan Pruitt,40,2007-01-01
Olly Murs,68,2014-11-21
Meghan Trainor,78,2015-01-09
Justin Bieber,95,2020-01-03
Zara Larsson,79,2018-10-18
Mitchel Musso,38,2009-01-01
Daya,75,2019-03-08
Leona Lewis,77,2007
The Veronicas,58,2016-06-10
Jack & Jack,79,2019-01-25
Bebe Rexha,80,2018-06-22
Corbin Bleu,50,2007-01-01
Karmin,63,2014-03-21
Nicole Scherzinger,56,2011-01-01
Jennette McCurdy,36,2009-03-10
Sofia Carson,71,2019-12-16
Maggie Lindemann,77,2017-03-02
Christina Perri,79,2011-10-18
Lindsay Lohan,50,2004-01-01
Adam Lambert,65,2015-06-11
Nick Jonas & The Administration,49,2010-02-02
Conor Maynard,68,2019-06-28
Jason Derulo,76,2017-02-23
Allstar Weekend,45,2011-09-27
Victoria Justice,43,2013-06-18
AJ Mitchell,78,2019-08-09
Shane Harper,45,2016-05-27
Adam Hicks,64,2011-01-01
Rowan Blanchard,56,2014-01-01
Sofia Carson,65,2017-07-21
Zendaya,52,2015-01-01
Olivia Holt,41,2014-01-01
Selena Gomez & The Scene,74,2011-01-01
Selena Gomez,59,2008-08-26
China Anne McClain,47,2011-01-01
Selena Gomez,47,2009-01-01
Laura Marano,47,2016-03-11
Little Mix,76,2015-11-06
Austin Mahone,64,2014
Bely Basarte,37,2017-03-17
Ignasi Vidal,32,2017-03-17
Carmen López,41,2011-01-01
Carmen López,37,2011-01-01
Fernando García Baró,27,2003-01-01
Helen Quiroga,26,2002-01-01
María Caneda,33,2002-01-01
Carmen López,37,2011-01-01
Marta Martorell,37,2002-01-01
María Parrado,47,2016-12-02
"Matthew ""Mdot"" Finley",40,2010-01-01
Demi Lovato,43,2010-01-01
Demi Lovato,40,2010-01-01
Demi Lovato,52,2010-01-01
Nick Jonas,49,2010-01-01
Demi Lovato,44,2010-01-01
Cast Of Camp Rock,38,2008-01-01
Jonas Brothers,42,2008-01-01
Joe Jonas,45,2008-01-01
Demi Lovato,50,2008-01-01
Renee Sandstrom,35,2008-01-01
Aaryn Doyle,31,2008-01-01
China Anne McClain,35,2012-01-01
Anna Margaret,44,2010-01-01
Nick Strand,39,2019-09-20
Astrid S,55,2019-09-26
Astrid S,70,2019-09-26
Astrid S,69,2019-09-26
Nea,81,2019-09-06
Tungevaag & Raaban,68,2018-03-23
Anna Clendening,69,2018-06-01
AJ Mitchell,41,2019-08-23
Charlotte Lawrence,68,2019-07-19
Madison Beer,73,2018-02-02
Madison Beer,75,2019-05-17
Jax Jones,75,2019-07-12
Madison Beer,54,2015-09-04
Madison Beer,61,2017-05-19
Astrid S,54,2019-09-26
Billie Eilish,97,2019-11-13
Astrid S,66,2019-08-30
Lana Del Rey,75,2013-01-01
Tones and I,100,2019-10-17
Tones and I,69,2019-08-29
Tones and I,84,2019-08-29
Tones and I,71,2019-08-29
Tones and I,68,2019-08-29
Madison Beer,57,2018-02-02
JP Saxe,88,2019-10-17
Tones and I,67,2019-08-29
Camila Cabello,73,2019-12-06
SHAED,65,2019-12-27
Camila Cabello,77,2019-12-06
Mabel,70,2019-08-02
Camila Cabello,73,2019-12-06
Khalid,87,2019-11-14
Astrid S,60,2019-02-01
Alessia Cara,77,2019-07-22
Ali Gatie,89,2019-11-08
Lauv,69,2019-11-14
Noah Cyrus,75,2019-09-27
Alec Benjamin,77,2019-07-16
Ina Wroldsen,64,2019-09-20
Ava Max,81,2019-08-19
Ava Max,80,2019-12-12
Ava Max,76,2019-07-31
Ava Max,87,2018-08-17
Ava Max,83,2019-03-07
Ava Max,62,2018-04-20
AJ Mitchell,70,2019-10-25
The Chainsmokers,85,2019-12-06
Lewis Capaldi,83,2019-11-22
Lauv,70,2019-11-14
Matt and Kim,10,2009
Natasha Bedingfield,76,2004-08-30
Calvin Harris,69,2012-10-26
Ellie Goulding,65,2013-01-01
Lady Gaga,70,2013-11-11
Lady Gaga,56,2011-01-01
DJ White Shadow,23,2013-12-10
Beyoncé,75,2011-06-24
Avicii,84,2013-01-01
Avicii,77,2013-01-01
Calvin Harris,75,2014-10-31
Capital Cities,77,2013
Imagine Dragons,72,2012-09-04
Mr. Probz,76,2014-02-07
will.i.am,60,2013-01-01
Pitbull,76,2012
Kesha,73,2012-11-30
Pitbull,79,2011-06-17
Nicki Minaj,69,2011-01-01
Mike Posner,73,2016-05-06
Tove Lo,48,2014-03-03
Bastille,70,2013-01-01
Imagine Dragons,66,2012-09-04
The Weeknd,98,2019-11-29
CLMD,76,2019-10-18
Astrid S,67,2019-05-24
Ruben,63,2019-10-11
Camila Cabello,70,2019-12-06
Seeb,73,2018-12-06
Harry Styles,90,2019-11-17
The Lounge Lizards,35,1988
The Neighbourhood,0,2018-01-12
Lonely The Brave,0,2014-09-03
Sleeping With Sirens,65,2011-05-10
Sleeping With Sirens,60,2010-03-23
Sleeping With Sirens,49,2010-03-23
Sleeping With Sirens,45,2010-03-23
Sleeping With Sirens,38,2010-03-23
Sleeping With Sirens,40,2010-03-23
Sleeping With Sirens,42,2010-03-23
You Me At Six,38,2010-01-01
You Me At Six,55,2010-01-01
You Me At Six,38,2010-01-01
You Me At Six,38,2010-01-01
You Me At Six,42,2010-01-01
You Me At Six,37,2010-01-01
You Me At Six,37,2010-01-01
You Me At Six,42,2010-01-01
You Me At Six,0,2008
You Me At Six,0,2008
You Me At Six,0,2008
You Me At Six,0,2008
You Me At Six,0,2008
You Me At Six,0,2008
You Me At Six,0,2008
You Me At Six,0,2008
You Me At Six,0,2008
You Me At Six,0,2008
You Me At Six,0,2008
You Me At Six,0,2008
You Me At Six,0,2008
You Me At Six,19,2011-01-01
You Me At Six,22,2011-01-01
You Me At Six,28,2010-01-01
All Time Low,0,2011-01-01
AS IT IS,8,2015-04-20
All Time Low,0,2011-01-01
All Time Low,0,2011-01-01
All Time Low,0,2009-07-06
All Time Low,0,2009-07-06
All Time Low,0,2009-07-06
All Time Low,0,2009-07-06
All Time Low,0,2009-07-06
All Time Low,0,2009-07-06
All Time Low,0,2009-07-06
All Time Low,0,2008-05-20
All Time Low,0,2008-05-20
All Time Low,0,2008-05-20
All Time Low,0,2008-08-04
All Time Low,0,2008-08-04
All Time Low,0,2008-08-04
All Time Low,0,2008-08-04
The Friday Night Boys,12,2011-02-01
The Friday Night Boys,13,2011-02-01
The Friday Night Boys,27,2009
The Friday Night Boys,31,2009
The Friday Night Boys,25,2008-10-13
Mayday Parade,44,2011-10-03
Mayday Parade,43,2011-10-03
Mayday Parade,42,2011-10-03
Mayday Parade,38,2011-10-03
Mayday Parade,59,2009-10-06
Mayday Parade,45,2009-10-05
Mayday Parade,44,2009-10-05
Mayday Parade,37,2009-10-05
Mayday Parade,50,2009-10-05
The Audition,49,2008
The Audition,21,2008
The Audition,31,2005
The Audition,29,2005
The Audition,37,2009
The Audition,20,2009
The Audition,31,2009
Boys Like Girls,51,2006-08-22
Boys Like Girls,38,2006-08-22
Boys Like Girls,38,2006-08-22
Transit,32,2011-10-03
Man Overboard,13,2011-09-26
Man Overboard,13,2011-09-26
Man Overboard,16,2011-09-26
Man Overboard,14,2011-09-26
Man Overboard,0,2010-06-23
The Years Gone By,0,2008-09-02
The Years Gone By,0,2008-09-02
The Years Gone By,0,2008-09-02
Sparks The Rescue,0,2009-09-28
Sparks The Rescue,0,2009-09-28
fun.,42,2009
blink-182,1,2011-01-01
blink-182,0,2003-10-24
blink-182,0,2003-10-24
blink-182,24,2001-01-01
blink-182,18,2001-01-01
blink-182,26,2001-01-01
blink-182,16,2001-01-01
blink-182,13,1999-01-01
blink-182,17,1999-01-01
blink-182,3,1997-01-01
Box Car Racer,1,2002-01-01
Bowling For Soup,59,2004-09-11
Camila Cabello,84,2018-01-12
Shawn Mendes,77,2015-04-14
Selena Gomez,73,2017-05-18
Hailee Steinfeld,76,2017-04-28
Katy Perry,71,2017-06-09
Liam Payne,74,2017-05-18
Demi Lovato,70,2015-01-01
Justin Bieber,81,2015-11-13
Taylor Swift,78,2014-01-01
Shawn Mendes,83,2017-04-20
Selena Gomez,68,2015-10-09
Ariana Grande,87,2019-02-08
Katy Perry,77,2013-01-01
Daya,59,2017-01-06
Miley Cyrus,78,2009-01-01
Sia,79,2014-07-04
Lady Gaga,70,2017-04-16
One Direction,72,2013-11-25
Niall Horan,77,2017-10-20
The Chainsmokers,85,2016-07-29
Miley Cyrus,77,2013-10-04
Ariana Grande,83,2018-08-17
Maroon 5,80,2018-06-15
Emblem3,51,2013-07-26
Mark Ronson,82,2015-01-12
